master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,total_order_num,total_customer_value,recency,tenure,avg_order_value,online_ratio,cluster,ward_cluster
c2e15af2-9eed-11e9-9897-000d3a38a36f,Android App,Android App,2015-07-05,2021-05-19,2021-05-19,2020-07-10,19.0,1.0,90.49,2771.11,"[COCUK, KADIN, AKTIFSPOR]",20.0,2861.6,13,2158,143.07999999999998,0.95,3,2
2854f11a-0185-11ea-a5e8-000d3a38a36f,Mobile,Offline,2019-11-07,2021-04-14,2020-11-02,2021-04-14,2.0,2.0,179.98,132.47,"[ERKEK, AKTIFSPOR]",4.0,312.45,48,572,78.1125,0.5,2,0
ec6c382a-3e97-11ea-a823-000d3a38a36f,Android App,Android App,2019-07-14,2021-01-05,2021-01-05,2019-09-20,1.0,3.0,457.8,99.99,[AKTIFSPOR],4.0,557.79,147,688,139.4475,0.25,1,0
241f0ad0-afb5-11e9-9757-000d3a38a36f,Ios App,Ios App,2018-12-28,2021-05-30,2021-05-30,2019-10-20,23.0,1.0,139.0,4274.29,"[ERKEK, AKTIFSPOR]",24.0,4413.29,2,886,183.88708333333332,0.9583333333333334,3,2
13ed97a4-b167-11e9-89fa-000d3a38a36f,Mobile,Desktop,2019-06-13,2020-08-17,2020-08-17,2020-07-28,7.0,1.0,112.97,819.39,"[AKTIFCOCUK, COCUK, KADIN]",8.0,932.36,288,719,116.545,0.875,0,2
d9b77226-a509-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-02-03,2020-11-11,2019-02-03,2020-11-11,1.0,4.0,400.45,94.8,[COCUK],5.0,495.25,202,849,99.05,0.2,1,1
efb82ba4-aaba-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-07-10,2021-01-20,2021-01-20,2019-07-10,2.0,2.0,428.97,459.89,"[ERKEK, AKTIFSPOR]",4.0,888.86,132,692,222.215,0.5,1,0
1ee5ae66-7237-11eb-aa44-000d3a38a36f,Android App,Android App,2021-02-17,2021-04-11,2021-04-11,2021-02-17,1.0,1.0,59.99,207.13,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",2.0,267.12,51,104,133.56,0.5,2,0
2730793e-3908-11ea-85d6-000d3a38a36f,Mobile,Mobile,2019-07-29,2020-06-19,2020-06-19,2019-07-29,1.0,1.0,34.99,279.99,[ERKEK],2.0,314.98,347,673,157.49,0.5,0,1
4da5c2ba-403b-11ea-aa6b-000d3a38a36f,Android App,Android App,2019-09-05,2021-01-24,2021-01-24,2019-09-05,1.0,1.0,49.98,59.99,[KADIN],2.0,109.97,128,635,54.985,0.5,2,0
7b289956-d691-11e9-93bc-000d3a38a36f,Android App,Offline,2019-08-28,2020-11-26,2020-05-17,2020-11-26,1.0,2.0,495.69,234.98,"[ERKEK, KADIN]",3.0,730.67,187,643,243.55666666666664,0.3333333333333333,1,1
1a9b39d8-40ac-11ea-9be8-000d3a38a36f,Android App,Android App,2019-11-17,2020-05-31,2020-05-31,2019-11-17,1.0,1.0,119.98,99.99,[KADIN],2.0,219.97,366,562,109.985,0.5,0,1
4fbb0cbe-9085-11ea-af25-000d3a38a36f,Android App,Offline,2020-05-11,2021-01-29,2020-05-11,2021-01-29,1.0,1.0,172.97,69.48,"[COCUK, KADIN]",2.0,242.45,123,386,121.225,0.5,2,0
d1fabf76-7171-11eb-a3e2-000d3a38a36f,Desktop,Desktop,2021-02-15,2021-05-03,2021-05-03,2021-02-15,1.0,3.0,839.97,266.59,[AKTIFSPOR],4.0,1106.56,29,106,276.64,0.25,1,0
6ff327d4-b0e1-11e9-9757-000d3a38a36f,Android App,Offline,2020-02-04,2021-01-19,2020-10-23,2021-01-19,1.0,2.0,243.46,103.99,[KADIN],3.0,347.45,133,483,115.81666666666666,0.3333333333333333,1,0
7e7732ae-2d78-11eb-8062-000d3a299ebf,Mobile,Offline,2020-11-23,2021-04-06,2020-11-23,2021-04-06,1.0,1.0,303.94,228.37,"[ERKEK, KADIN, AKTIFSPOR]",2.0,532.31,56,190,266.155,0.5,2,0
c1f8f878-9f35-11e9-9897-000d3a38a36f,Mobile,Offline,2013-06-03,2021-03-01,2019-07-02,2021-03-01,3.0,1.0,40.87,90.0,[COCUK],4.0,130.87,92,2920,32.7175,0.75,2,2
5e1830d8-9e24-11e9-9897-000d3a38a36f,Ios App,Ios App,2020-11-19,2021-01-08,2021-01-08,2020-11-19,2.0,1.0,180.49,287.98,[AKTIFSPOR],3.0,468.47,144,194,156.15666666666667,0.6666666666666666,2,2
a46cc34a-a19f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-24,2020-11-29,2020-11-29,2019-02-24,1.0,1.0,49.99,125.99,[ERKEK],2.0,175.98,184,828,87.99,0.5,0,0
1618f596-130a-11ea-a001-000d3a38a36f,Android App,Android App,2019-03-02,2021-04-11,2021-04-11,2019-03-16,2.0,3.0,399.95,432.87,[AKTIFSPOR],5.0,832.8199999999999,51,822,166.564,0.4,1,0
c864868a-5134-11ea-99ba-000d3a38a36f,Android App,Android App,2019-10-06,2020-09-29,2020-09-29,2019-10-06,2.0,1.0,179.99,346.96,"[COCUK, KADIN]",3.0,526.95,245,604,175.65,0.6666666666666666,0,2
57b22f66-d6a3-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-29,2021-02-16,2021-02-16,2020-02-12,1.0,4.0,550.45,186.99,[AKTIFSPOR],5.0,737.44,105,642,147.488,0.2,1,0
fb840306-1219-11ea-a001-000d3a38a36f,Ios App,Ios App,2020-01-18,2021-02-05,2021-02-05,2020-01-18,7.0,1.0,89.99,833.65,"[ERKEK, KADIN, AKTIFSPOR]",8.0,923.64,116,500,115.455,0.875,3,2
1acf7870-87af-11ea-ace9-000d3a38a36f,Ios App,Offline,2020-04-26,2021-02-18,2020-04-26,2021-02-18,1.0,1.0,160.97,137.12,"[ERKEK, KADIN]",2.0,298.09000000000003,103,401,149.04500000000002,0.5,2,0
7a52fd46-5be8-11ea-a7c9-000d3a38a36f,Mobile,Mobile,2020-02-16,2020-07-10,2020-07-10,2020-02-16,1.0,1.0,45.49,89.99,[AKTIFCOCUK],2.0,135.48,326,471,67.74,0.5,0,1
196e721a-d6d9-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-09-02,2020-08-11,2020-08-11,2019-09-02,1.0,1.0,39.99,89.99,[KADIN],2.0,129.98,294,638,64.99,0.5,0,1
3551e96c-5b40-11ea-8e0b-000d3a38a36f,Ios App,Ios App,2020-02-16,2021-03-03,2021-03-03,2020-02-16,2.0,1.0,299.98,414.91,[AKTIFSPOR],3.0,714.8900000000001,90,471,238.2966666666667,0.6666666666666666,2,2
80c89c7a-d6dd-11e9-93bc-000d3a38a36f,Mobile,Offline,2019-09-02,2021-01-21,2019-09-02,2021-01-21,1.0,1.0,169.99,170.91,[KADIN],2.0,340.9,131,638,170.45,0.5,2,0
280cd78c-f324-11e9-9346-000d3a38a36f,Android App,Android App,2019-02-20,2020-12-25,2020-12-25,2019-02-20,4.0,1.0,49.99,476.88,"[ERKEK, AKTIFSPOR]",5.0,526.87,158,832,105.374,0.8,3,2
6e47c6c2-4f49-11ea-99ba-000d3a38a36f,Android App,Android App,2019-12-04,2020-11-26,2020-11-26,2019-12-04,5.0,1.0,99.99,999.9,"[KADIN, AKTIFSPOR]",6.0,1099.8899999999999,187,545,183.31499999999997,0.8333333333333334,3,2
6a46e618-16f8-11ea-b4ec-000d3a38a36f,Android App,Offline,2019-11-13,2020-07-14,2020-07-13,2020-07-14,12.0,3.0,410.46,2519.88,[AKTIFSPOR],15.0,2930.34,322,566,195.35600000000002,0.8,0,2
1e6a5e78-7a8a-11ea-8f20-000d3a38a36f,Ios App,Offline,2020-04-10,2021-02-22,2020-04-30,2021-02-22,3.0,2.0,270.48,384.95,"[COCUK, AKTIFSPOR]",5.0,655.4300000000001,99,417,131.086,0.6,2,0
6e19617c-f068-11ea-bde9-000d3a38a36f,Android App,Android App,2020-09-06,2021-04-21,2021-04-21,2020-09-06,1.0,1.0,99.99,214.94,[AKTIFSPOR],2.0,314.93,41,268,157.465,0.5,2,0
a9acbdcc-a872-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-12-27,2020-08-02,2018-11-02,2020-08-02,4.0,1.0,70.49,721.2,[KADIN],5.0,791.69,303,1983,158.33800000000002,0.8,0,2
d45e704c-b13c-11e9-9757-000d3a38a36f,Desktop,Offline,2019-10-01,2020-07-01,2020-06-27,2020-07-01,1.0,2.0,330.45,764.94,"[ERKEK, KADIN]",3.0,1095.39,335,609,365.13000000000005,0.3333333333333333,0,1
45b1d028-1da7-11ea-8bf2-000d3a38a36f,Desktop,Desktop,2019-06-30,2020-08-26,2020-08-26,2019-06-30,1.0,1.0,89.99,185.47,[KADIN],2.0,275.46,279,702,137.73,0.5,0,0
09797cba-5b4a-11ea-8975-000d3a38a36f,Mobile,Mobile,2019-12-26,2021-04-27,2021-04-27,2019-12-26,3.0,1.0,119.99,749.94,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",4.0,869.9300000000001,35,523,217.48250000000002,0.75,3,2
1eb32dea-a409-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-11,2020-12-21,2020-12-21,2019-04-11,2.0,1.0,79.99,191.98,[ERKEK],3.0,271.96999999999997,162,782,90.65666666666665,0.6666666666666666,2,2
6925c836-ab8b-11e9-a2fc-000d3a38a36f,Ios App,Offline,2017-12-19,2021-04-22,2020-07-01,2021-04-22,2.0,4.0,572.56,167.97,"[ERKEK, COCUK]",6.0,740.53,40,1260,123.42166666666667,0.3333333333333333,1,0
c109302c-f72c-11ea-a533-000d3a38a36f,Ios App,Offline,2020-09-15,2020-12-15,2020-09-15,2020-12-15,2.0,1.0,649.99,798.0,[AKTIFSPOR],3.0,1447.99,168,259,482.66333333333336,0.6666666666666666,3,2
c7cd4332-20bb-11ea-97c9-000d3a38a36f,Ios App,Ios App,2019-05-12,2021-04-29,2021-04-29,2019-05-12,3.0,1.0,104.97,433.64,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",4.0,538.61,33,751,134.6525,0.75,2,2
d875bb04-4539-11ea-acaf-000d3a38a36f,Android App,Android App,2019-11-14,2021-02-17,2021-02-17,2019-11-14,6.0,1.0,254.97,610.92,[AKTIFSPOR],7.0,865.89,104,565,123.69857142857143,0.8571428571428571,3,2
cc7a587e-3110-11ea-b884-000d3a38a36f,Desktop,Desktop,2019-09-05,2021-05-03,2021-05-03,2020-03-08,1.0,2.0,100.48,77.99,[],3.0,178.47,29,635,59.49,0.3333333333333333,2,0
e7fa4114-e7cc-11e9-8bb8-000d3a38a36f,Android App,Offline,2020-05-12,2020-08-12,2020-05-16,2020-08-12,5.0,1.0,79.99,324.94,[KADIN],6.0,404.93,293,385,67.48833333333333,0.8333333333333334,0,1
59fe5f5c-b1c2-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-18,2021-02-26,2021-02-26,2019-07-18,1.0,1.0,219.99,469.89,[AKTIFSPOR],2.0,689.88,95,684,344.94,0.5,2,0
92a334ee-58f2-11eb-9e65-000d3a38a36f,Android App,Android App,2021-01-28,2021-02-11,2021-02-11,2021-01-28,1.0,1.0,119.87,94.99,"[ERKEK, KADIN]",2.0,214.86,110,124,107.43,0.5,2,0
12f0df54-accc-11e9-a2fc-000d3a38a36f,Android App,Android App,2021-04-21,2021-04-21,2021-04-21,2021-04-21,1.0,1.0,458.95,287.99,"[KADIN, AKTIFSPOR]",2.0,746.94,41,41,373.47,0.5,2,0
a0133918-1d60-11ea-a490-000d3a38a36f,Android App,Offline,2019-08-19,2020-10-06,2020-09-12,2020-10-06,1.0,3.0,141.7,59.99,[KADIN],4.0,201.69,238,652,50.4225,0.25,0,1
5366d676-5403-11eb-9e65-000d3a38a36f,Desktop,Offline,2021-01-11,2021-05-24,2021-01-11,2021-05-24,1.0,1.0,319.99,334.9,[AKTIFSPOR],2.0,654.89,8,141,327.445,0.5,2,0
07ddfcfe-2590-11ea-b1c8-000d3a38a36f,Android App,Android App,2019-09-30,2021-05-08,2021-05-08,2020-07-17,3.0,5.0,406.19,194.46,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",8.0,600.65,24,610,75.08125,0.375,1,0
b4e68f92-a534-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-04,2021-01-27,2021-01-27,2019-03-17,6.0,1.0,79.98,657.12,[AKTIFSPOR],7.0,737.1,125,1093,105.3,0.8571428571428571,3,2
fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,Android App,Mobile,2017-04-14,2020-11-19,2020-11-19,2019-12-01,3.0,1.0,179.98,270.98,[AKTIFSPOR],4.0,450.96000000000004,194,1509,112.74000000000001,0.75,0,2
6ece7c1c-4594-11ea-acaf-000d3a38a36f,Desktop,Desktop,2019-08-02,2021-04-20,2021-04-20,2019-08-02,2.0,1.0,89.99,190.77,"[ERKEK, COCUK]",3.0,280.76,42,669,93.58666666666666,0.6666666666666666,2,2
15fa60d6-9eb1-11e9-9897-000d3a38a36f,Mobile,Offline,2016-03-17,2021-02-02,2016-03-17,2021-02-02,1.0,3.0,320.85,43.19,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",4.0,364.04,119,1902,91.01,0.25,1,0
83c57128-1eea-11ea-81ff-000d3a38a36f,Mobile,Mobile,2019-07-28,2021-05-24,2021-05-24,2019-11-10,4.0,3.0,705.92,349.45,"[AKTIFCOCUK, ERKEK, COCUK]",7.0,1055.37,8,674,150.76714285714283,0.5714285714285714,1,0
bb548d60-abb6-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-11,2020-12-22,2020-12-22,2019-07-11,1.0,1.0,69.99,141.97,[COCUK],2.0,211.95999999999998,161,691,105.97999999999999,0.5,2,0
9e060288-2eed-11ea-8467-000d3a38a36f,Android App,Android App,2019-08-06,2020-11-23,2020-11-23,2019-08-28,1.0,3.0,134.95,249.96,"[AKTIFCOCUK, ERKEK, COCUK]",4.0,384.90999999999997,190,665,96.22749999999999,0.25,1,1
444de882-b067-11e9-9757-000d3a38a36f,Android App,Desktop,2019-07-31,2021-04-28,2021-04-28,2020-02-08,5.0,4.0,262.93,431.94,"[AKTIFCOCUK, ERKEK]",9.0,694.87,34,671,77.20777777777778,0.5555555555555556,3,0
89cbf714-a6d0-11e9-a2fc-000d3a38a36f,Android App,Android App,2014-07-01,2021-04-28,2021-04-28,2019-12-19,4.0,2.0,219.97,490.92,[AKTIFSPOR],6.0,710.89,34,2527,118.48166666666667,0.6666666666666666,3,0
3af86bfe-5459-11ea-b1db-000d3a38a36f,Android App,Android App,2019-12-25,2020-09-17,2020-09-17,2019-12-25,3.0,1.0,149.99,1301.56,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",4.0,1451.55,257,524,362.8875,0.75,0,2
9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,Android App,Android App,2019-12-31,2020-07-17,2020-07-17,2019-12-31,4.0,1.0,59.99,464.37,"[ERKEK, AKTIFSPOR]",5.0,524.36,319,518,104.872,0.8,0,1
6fcc04d0-3050-11ea-bb28-000d3a38a36f,Mobile,Offline,2019-11-17,2020-10-19,2020-06-30,2020-10-19,4.0,2.0,271.46,533.94,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",6.0,805.4000000000001,225,562,134.23333333333335,0.6666666666666666,0,2
eb648a26-a56e-11e9-a2fc-000d3a38a36f,Mobile,Desktop,2017-04-18,2021-05-25,2021-05-25,2019-02-18,9.0,1.0,49.99,1988.66,"[ERKEK, AKTIFSPOR]",10.0,2038.65,7,1505,203.865,0.9,3,2
8423eda8-ae37-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-19,2021-05-20,2018-10-19,2021-05-20,1.0,4.0,1075.39,205.97,"[ERKEK, KADIN, AKTIFSPOR]",5.0,1281.3600000000001,12,956,256.27200000000005,0.2,1,0
af94d3c0-b199-11e9-89fa-000d3a38a36f,Mobile,Mobile,2020-03-09,2021-05-08,2021-05-08,2020-03-09,1.0,1.0,70.49,130.81,[],2.0,201.3,24,449,100.65,0.5,2,0
7d58deb6-62fa-11ea-a6dc-000d3a38a36f,Mobile,Mobile,2016-06-14,2020-11-23,2020-11-23,2019-11-16,7.0,1.0,139.99,1231.46,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",8.0,1371.45,190,1813,171.43125,0.875,3,2
45beaf52-add9-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-14,2021-05-03,2021-05-03,2019-12-14,6.0,1.0,139.98,650.89,"[AKTIFCOCUK, KADIN]",7.0,790.87,29,535,112.98142857142857,0.8571428571428571,3,2
56ddd00a-aff6-11e9-9757-000d3a38a36f,Android App,Offline,2020-04-09,2021-03-01,2020-04-09,2021-03-01,1.0,1.0,100.88,172.97,[ERKEK],2.0,273.85,92,418,136.925,0.5,2,0
a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-10,2020-09-11,2020-09-11,2019-07-28,1.0,2.0,412.85,287.93,[AKTIFSPOR],3.0,700.78,263,814,233.59333333333333,0.3333333333333333,0,1
b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-25,2021-05-26,2019-09-04,2021-05-26,3.0,10.0,1350.49,282.96,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",13.0,1633.45,6,950,125.65,0.23076923076923078,1,0
af28d808-9750-11ea-a9c8-000d3a38a36f,Android App,Offline,2019-11-17,2020-12-23,2020-05-11,2020-12-23,1.0,2.0,190.48,359.9,[KADIN],3.0,550.38,160,562,183.46,0.3333333333333333,1,0
6d57890e-9f67-11eb-9c47-000d3a38a36f,Ios App,Ios App,2019-07-16,2021-04-19,2021-04-19,2019-07-16,1.0,1.0,79.99,203.24,[],2.0,283.23,43,686,141.615,0.5,2,0
7bb4c782-a450-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-04-20,2021-03-15,2021-03-09,2021-03-15,9.0,4.0,459.92,676.88,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",13.0,1136.8,78,773,87.44615384615385,0.6923076923076923,3,0
4a1ecbbc-5271-11ea-956d-000d3a38a36f,Mobile,Offline,2020-01-07,2020-11-18,2020-01-21,2020-11-18,1.0,3.0,254.96,189.99,"[KADIN, AKTIFSPOR]",4.0,444.95000000000005,195,511,111.23750000000001,0.25,1,1
d8f47744-a595-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-27,2021-04-15,2021-04-15,2019-10-26,9.0,1.0,59.99,1401.76,"[AKTIFCOCUK, ERKEK]",10.0,1461.75,47,1221,146.175,0.9,3,2
2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-20,2021-03-30,2021-03-30,2021-02-09,8.0,1.0,139.99,1372.4,"[ERKEK, AKTIFSPOR]",9.0,1512.39,63,529,168.04333333333335,0.8888888888888888,3,2
0efc89ac-9f16-11e9-9897-000d3a38a36f,Android App,Android App,2019-07-16,2021-02-22,2021-02-22,2019-07-16,4.0,1.0,192.98,653.37,[COCUK],5.0,846.35,99,686,169.27,0.8,3,2
8c92d204-1eb4-11ea-aa32-000d3a38a36f,Android App,Android App,2019-10-19,2020-07-22,2020-07-22,2020-01-23,4.0,2.0,230.48,424.12,"[ERKEK, KADIN, AKTIFSPOR]",6.0,654.6,314,591,109.10000000000001,0.6666666666666666,0,1
bfc40df8-3068-11ea-bb28-000d3a38a36f,Desktop,Offline,2019-09-08,2020-09-15,2020-04-10,2020-09-15,1.0,3.0,111.96,209.99,"[AKTIFCOCUK, COCUK]",4.0,321.95,259,632,80.4875,0.25,0,1
de493b6c-a35b-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-28,2020-11-15,2020-11-15,2019-03-28,1.0,1.0,39.99,189.99,[KADIN],2.0,229.98000000000002,198,796,114.99000000000001,0.5,0,0
808005da-a511-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-21,2020-10-29,2020-10-29,2019-11-16,6.0,2.0,268.97,1029.87,"[COCUK, KADIN]",8.0,1298.84,215,1076,162.355,0.75,3,2
cae701dc-d621-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-16,2021-03-19,2021-03-19,2019-08-16,1.0,1.0,49.99,89.99,[ERKEK],2.0,139.98,74,655,69.99,0.5,2,0
acff824a-1dc3-11ea-8bf2-000d3a38a36f,Android App,Android App,2019-05-18,2020-11-28,2020-11-28,2019-11-02,3.0,3.0,249.97,329.97,"[ERKEK, KADIN]",6.0,579.94,185,745,96.65666666666668,0.5,0,0
4e24ed86-9e9e-11e9-9897-000d3a38a36f,Desktop,Offline,2016-06-24,2021-05-28,2016-06-24,2021-05-28,1.0,3.0,395.95,119.99,"[ERKEK, AKTIFSPOR]",4.0,515.9399999999999,4,1803,128.98499999999999,0.25,1,0
bac9d616-a837-11e9-a2fc-000d3a38a36f,Mobile,Offline,2020-03-30,2020-11-26,2020-03-30,2020-11-26,1.0,2.0,459.98,207.99,[AKTIFSPOR],3.0,667.97,187,428,222.65666666666667,0.3333333333333333,1,1
4e18b218-5650-11ea-b9b9-000d3a38a36f,Ios App,Offline,2019-12-17,2020-11-24,2020-04-13,2020-11-24,2.0,3.0,189.97,401.15,[COCUK],5.0,591.12,189,532,118.224,0.4,0,0
5261c16e-9c93-11ea-a27a-000d3a38a36f,Android App,Offline,2020-05-21,2020-06-30,2020-05-21,2020-06-30,1.0,1.0,220.48,335.98,"[KADIN, AKTIFSPOR]",2.0,556.46,336,376,278.23,0.5,0,1
20a9824c-ab17-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-09-19,2021-02-22,2021-02-22,2019-08-05,3.0,1.0,190.73,440.95,[AKTIFSPOR],4.0,631.68,99,1351,157.92,0.75,3,2
9c328802-a6ce-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-06-28,2021-04-09,2014-06-28,2021-04-09,1.0,2.0,690.78,154.99,[],3.0,845.77,53,2530,281.92333333333335,0.3333333333333333,1,0
b74c85fa-43a0-11eb-806e-000d3a38a36f,Android App,Offline,2020-02-22,2021-03-03,2020-12-21,2021-03-03,6.0,4.0,334.96,564.88,[COCUK],10.0,899.8399999999999,90,465,89.984,0.6,3,0
72b33428-f9a1-11ea-9564-000d3a38a36f,Android App,Android App,2020-09-18,2020-12-24,2020-12-24,2020-09-21,1.0,2.0,460.63,228.99,"[KADIN, AKTIFSPOR]",3.0,689.62,159,256,229.87333333333333,0.3333333333333333,1,0
f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,Desktop,Offline,2019-09-08,2021-04-06,2021-03-31,2021-04-06,2.0,3.0,270.47,264.91,[AKTIFSPOR],5.0,535.3800000000001,56,632,107.07600000000002,0.4,1,0
8b607a4a-abae-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-14,2020-12-22,2020-12-22,2019-05-07,4.0,1.0,289.96,339.97,"[COCUK, KADIN]",5.0,629.9300000000001,161,1234,125.98600000000002,0.8,3,2
861090c6-a923-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-09-22,2021-01-13,2016-09-22,2021-01-13,1.0,1.0,799.99,279.0,[],2.0,1078.99,139,1713,539.495,0.5,1,0
41272966-a0cc-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-05,2021-04-20,2021-04-20,2019-02-05,1.0,1.0,119.99,359.2,[],2.0,479.19,42,847,239.595,0.5,2,0
bd2305fe-6051-11ea-8dd8-000d3a38a36f,Mobile,Offline,2020-01-26,2021-02-17,2020-01-26,2021-02-17,1.0,1.0,219.87,167.99,"[KADIN, AKTIFSPOR]",2.0,387.86,104,492,193.93,0.5,2,0
fdb7846a-319d-11ea-9c9f-000d3a38a36f,Android App,Android App,2019-08-09,2020-06-12,2020-06-12,2019-08-09,1.0,1.0,104.98,359.9,[AKTIFSPOR],2.0,464.88,354,662,232.44,0.5,0,1
5bc87a7c-9de8-11e9-9897-000d3a38a36f,Mobile,Offline,2017-10-20,2020-09-21,2019-01-10,2020-09-21,2.0,5.0,437.34,359.98,[COCUK],7.0,797.3199999999999,253,1320,113.90285714285713,0.2857142857142857,0,1
804e7e88-18fd-11ea-9213-000d3a38a36f,Android App,Android App,2019-09-11,2021-05-21,2021-05-21,2019-10-20,8.0,2.0,169.98,1338.73,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",10.0,1508.71,11,629,150.871,0.8,3,0
